coco_id,caption,dense_caption,prompt,target_path,canny_path,generated_path,modality,experiment_id,guidance_scale,controlnet_conditioning_scale,num_inference_steps,LPIPS_Distance,DreamSim_Distance,CLIP_Score
66771,Two people sitting at a table with beverages on it and the woman holding her phone.,"Two people sit together at a restaurant table with beverages, cups, and small dishes in front of them. The man smiles while looking toward the woman, and the woman looks down at a smartphone in her hand. The table includes a drink with a straw.","Two people sit together at a restaurant table with beverages, cups, and small dishes in front of them. The man smiles while looking toward the woman, and the woman looks down at a smartphone in her hand. The table includes a drink with a straw.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000066771/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000066771/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000066771/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.6174,0.4253,33.6591
18575,"Two plates, one with a sandwich and fries, the other with just a sandwich and a pickle.","Two plates of food are served on a restaurant table. One plate contains a sandwich with French fries, while the other plate includes a sandwich and a pickle with sliced vegetables and condiments nearby. Drinks, small containers, and utensils surround the plates, suggesting a casual.","Two plates of food are served on a restaurant table. One plate contains a sandwich with French fries, while the other plate includes a sandwich and a pickle with sliced vegetables and condiments nearby. Drinks, small containers, and utensils surround the plates, suggesting a casual.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000018575/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000018575/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000018575/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.4932,0.3132,32.0333
66817,This plate consists of rice with sauce and peas and meat patties on the side.,"A plate of food is photographed from above on a table, containing rice covered with sauce, peas, and several browned meat patties on the side. A cup of yogurt or creamy dessert and a small bowl of fruit sit near the plate, creating a complete.","A plate of food is photographed from above on a table, containing rice covered with sauce, peas, and several browned meat patties on the side. A cup of yogurt or creamy dessert and a small bowl of fruit sit near the plate, creating a complete.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000066817/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000066817/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000066817/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.6034,0.3921,32.2623
84674,a girl holds a baby eating a bagel with a boy standing next to them,"A woman sits indoors holding a small child who is eating a bagel or bread roll, while a young boy stands next to them facing the camera. The group appears to be in a restaurant, event space, or public indoor setting, with people and warm.","A woman sits indoors holding a small child who is eating a bagel or bread roll, while a young boy stands next to them facing the camera. The group appears to be in a restaurant, event space, or public indoor setting, with people and warm.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000084674/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000084674/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000084674/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.7113,0.4155,34.2881
47112,A pizza served on a white plate next to empty wine glass and beer.,"A freshly baked pizza sits on a white plate on a restaurant table, with a glass of beer and an empty wine glass positioned behind it. The pizza has visible cheese and toppings, and the background contains tables, chairs, and restaurant décor. The low angle.","A freshly baked pizza sits on a white plate on a restaurant table, with a glass of beer and an empty wine glass positioned behind it. The pizza has visible cheese and toppings, and the background contains tables, chairs, and restaurant décor. The low angle.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000047112/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000047112/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000047112/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.5836,0.2886,30.9763
59598,"A table with a laptop a plate with a muffin and a banana, a can and a cellphone.","An open laptop sits on a table in a classroom, meeting room, or conference setting. Nearby are a plate with a muffin and banana, a soda can, a mobile phone, and other small items. In the background, a presentation screen or projector area is visible.","An open laptop sits on a table in a classroom, meeting room, or conference setting. Nearby are a plate with a muffin and banana, a soda can, a mobile phone, and other small items. In the background, a presentation screen or projector area is visible.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000059598/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000059598/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000059598/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.6688,0.3508,33.3596
91779,Three hot dogs with different toppings lined up on a tabletop.,"Three hot dogs with different toppings are arranged side by side on a tray or tabletop. One appears topped with sauce or chili, another with bright red peppers, and the surrounding area contains side dishes, cups, and food wrappers. The close-up composition highlights the variety.","Three hot dogs with different toppings are arranged side by side on a tray or tabletop. One appears topped with sauce or chili, another with bright red peppers, and the surrounding area contains side dishes, cups, and food wrappers. The close-up composition highlights the variety.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000091779/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000091779/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000091779/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.7163,0.4227,35.2777
22892,"A cat sitting on a table next to plants and a dog outside of a sliding glass door, looking in.","A gray cat sits indoors on a table beside potted plants near a sliding glass door, while a dog stands outside looking in through the glass. The cat faces downward toward the plants, and the dog is visible beyond the door on a balcony or.","A gray cat sits indoors on a table beside potted plants near a sliding glass door, while a dog stands outside looking in through the glass. The cat faces downward toward the plants, and the dog is visible beyond the door on a balcony or.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000022892/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000022892/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000022892/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.604,0.4254,33.8825
97337,This is a nice living room set up with two couches and a television.,"A cozy living room contains two couches arranged around a coffee table facing a television. The television displays a map or graphic image, while lamps, curtains, and decorative furniture create a warm indoor atmosphere. The room appears tidy and comfortable, with soft lighting and a.","A cozy living room contains two couches arranged around a coffee table facing a television. The television displays a map or graphic image, while lamps, curtains, and decorative furniture create a warm indoor atmosphere. The room appears tidy and comfortable, with soft lighting and a.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000097337/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000097337/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000097337/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.6,0.373,31.2575
10707,Man with video game controller in living room with onlooker seated nearby.,"Several people gather in a living room around a coffee table covered with drinks, snacks, and small items. One man stands holding a video game controller, while others sit nearby watching or participating. Sofas, warm lighting, and casual clothing create the feeling of a relaxed.","Several people gather in a living room around a coffee table covered with drinks, snacks, and small items. One man stands holding a video game controller, while others sit nearby watching or participating. Sofas, warm lighting, and casual clothing create the feeling of a relaxed.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000010707/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000010707/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000010707/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.6488,0.4012,34.4174
65288,A yellow and green object with a brown bird perched on top of it.,"An ornate yellow and green decorative structure sits in the foreground, with a small brown bird perched on its top edge. Behind it, a crowd of people gathers outdoors near tables, chairs, plants, and shaded areas, suggesting a plaza, café, or public gathering space. The.","An ornate yellow and green decorative structure sits in the foreground, with a small brown bird perched on its top edge. Behind it, a crowd of people gathers outdoors near tables, chairs, plants, and shaded areas, suggesting a plaza, café, or public gathering space. The.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000065288/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000065288/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000065288/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.667,0.3843,33.3041
116208,"A large pizza is shown on a table, with bottles and glasses of wine.","A large pizza topped with cheese, mushrooms, and other ingredients is placed on a raised stand at the center of a restaurant table. Wine bottles, glasses, plates, utensils, and small dishes surround it, suggesting a shared meal among several diners. The pizza is viewed from.","A large pizza topped with cheese, mushrooms, and other ingredients is placed on a raised stand at the center of a restaurant table. Wine bottles, glasses, plates, utensils, and small dishes surround it, suggesting a shared meal among several diners. The pizza is viewed from.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000116208/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000116208/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000116208/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.5644,0.3112,31.9791
74733,two flatbread pieces covered with different ingredients in between a flight of beers,"Two rectangular flatbread dishes topped with different ingredients are served on a wooden board beside a flight of beers. Several small glasses of beer, dipping containers, and additional drinkware are arranged around the food. The warm indoor lighting and tabletop presentation suggest a restaurant, pub.","Two rectangular flatbread dishes topped with different ingredients are served on a wooden board beside a flight of beers. Several small glasses of beer, dipping containers, and additional drinkware are arranged around the food. The warm indoor lighting and tabletop presentation suggest a restaurant, pub.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000074733/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000074733/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000074733/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.5847,0.2493,33.8099
114907,"A woman holding a milking attachment and standing in front of a cow, with a group of people in the audience.","A woman stands beside a large dairy cow while demonstrating or holding a milking attachment in front of a seated audience. The cow is positioned behind a metal barrier, and many people watch attentively from the foreground. The scene appears to be part of an.","A woman stands beside a large dairy cow while demonstrating or holding a milking attachment in front of a seated audience. The cow is positioned behind a metal barrier, and many people watch attentively from the foreground. The scene appears to be part of an.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000114907/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000114907/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000114907/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.6218,0.2796,35.7808
61333,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,"An orange tabby kitten lies curled up on a small blanket placed on top of an unmade bed. The cat appears relaxed and sleepy, with its body tucked close and its head resting near the blanket. A bookshelf filled with books lines the background, adding.","An orange tabby kitten lies curled up on a small blanket placed on top of an unmade bed. The cat appears relaxed and sleepy, with its body tucked close and its head resting near the blanket. A bookshelf filled with books lines the background, adding.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000061333/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000061333/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000061333/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.7398,0.3791,37.7808
18837,A large truck on a city street with two works sitting on top and one worker climbing in through door.,"A large green utility truck is parked on a city street while workers perform maintenance tasks around it. One worker appears to be on top of the vehicle, and another is climbing into or standing near the door. Cars, buildings, traffic signs, and urban infrastructure.","A large green utility truck is parked on a city street while workers perform maintenance tasks around it. One worker appears to be on top of the vehicle, and another is climbing into or standing near the door. Cars, buildings, traffic signs, and urban infrastructure.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000018837/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000018837/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000018837/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.6017,0.2897,31.8134
9914,"A sandwich, french fries, bowl of ketchup, onion slice, lettuce slice, tomato slice, and knife sit on the white plate.","A sandwich meal is served on a white plate with French fries, a small bowl of ketchup, sliced onion, tomato, lettuce, and a knife. The sandwich bun is topped with sesame seeds, and the fries are piled beside it. The close-up view focuses on the.","A sandwich meal is served on a white plate with French fries, a small bowl of ketchup, sliced onion, tomato, lettuce, and a knife. The sandwich bun is topped with sesame seeds, and the fries are piled beside it. The close-up view focuses on the.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000009914/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000009914/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000009914/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.6112,0.3969,31.9131
39477,A beach towel covers a TV across from plants on the wall and in front of the window.,"A compact living room features a couch facing a television, with several plants placed near the window and on the wall. Natural light enters through a large curtained window, brightening the small room. A low table, rug, wall decorations, and shelving create a tidy residential.","A compact living room features a couch facing a television, with several plants placed near the window and on the wall. Natural light enters through a large curtained window, brightening the small room. A low table, rug, wall decorations, and shelving create a tidy residential.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000039477/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000039477/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000039477/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.6635,0.469,33.1711
61108,A blue bicycle with a puppy in its basket is parked next to the bleacher steps.,"A blue bicycle is parked beside outdoor bleacher steps, with a small puppy sitting inside a basket attached to the front. The bicycle rests near concrete steps and railings, suggesting a sports field, park, or recreational area. The puppy sits securely in the basket and.","A blue bicycle is parked beside outdoor bleacher steps, with a small puppy sitting inside a basket attached to the front. The bicycle rests near concrete steps and railings, suggesting a sports field, park, or recreational area. The puppy sits securely in the basket and.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000061108/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000061108/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000061108/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.5771,0.4803,36.0679
91615,"A kitchen has light wooden colored cabinetry, beige countertops, and stainless steel appliances in an open concept house.","A clean modern kitchen features light wooden cabinets, beige countertops, stainless steel appliances, and a sink built into a central counter area. A microwave, oven, refrigerator, dishwasher, and decorative flowers are visible throughout the room. The space appears bright, organized, and open, with neutral colors.","A clean modern kitchen features light wooden cabinets, beige countertops, stainless steel appliances, and a sink built into a central counter area. A microwave, oven, refrigerator, dishwasher, and decorative flowers are visible throughout the room. The space appears bright, organized, and open, with neutral colors.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000091615/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000091615/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000091615/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.4769,0.244,32.1969
77396,A cat being lazy and a cat being nozy in a living room with tv and a laptop displaying the same things.,"Two cats are in a living room facing a television and a laptop displaying similar imagery. One cat stands upright near the television, appearing curious about the screen, while another cat lies on the floor nearby. The room contains a TV stand, small table, and.","Two cats are in a living room facing a television and a laptop displaying similar imagery. One cat stands upright near the television, appearing curious about the screen, while another cat lies on the floor nearby. The room contains a TV stand, small table, and.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000077396/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000077396/canny.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_canny/cfg_7p5_control_0p5/000000077396/generated.png,dense_text_plus_canny,5,7.5,0.5,20,0.4461,0.3485,35.5252
